feature_set,sampler,model_name,tuned,accuracy,precision,recall,f1,f1_macro,roc_auc,confusion_matrix_path,classification_report_path,roc_curve_path,pr_curve_path
rfe_log_reg,smoteenn,decision_tree,False,0.9375,0.8877551020408163,0.8877551020408163,0.8877551020408163,0.9222240077133215,0.9222240077133215,outputs/plots/confusion_matrix_rfe_log_reg_smoteenn_decision_tree.png,outputs/reports/classification_report_rfe_log_reg_smoteenn_decision_tree.txt,outputs/plots/roc_curve_rfe_log_reg_smoteenn_decision_tree.png,outputs/plots/precision_recall_curve_rfe_log_reg_smoteenn_decision_tree.png
select_k_best,random_undersampling,xgboost,False,0.9346590909090909,0.8787878787878788,0.8877551020408163,0.883248730964467,0.9189419197228647,0.9634420697412823,outputs/plots/confusion_matrix_select_k_best_random_undersampling_xgboost.png,outputs/reports/classification_report_select_k_best_random_undersampling_xgboost.txt,outputs/plots/roc_curve_select_k_best_random_undersampling_xgboost.png,outputs/plots/precision_recall_curve_select_k_best_random_undersampling_xgboost.png
random_forest_importance,random_undersampling,decision_tree,False,0.9232954545454546,0.8446601941747572,0.8877551020408163,0.8656716417910447,0.905996854692739,0.9123814880282821,outputs/plots/confusion_matrix_random_forest_importance_random_undersampling_decision_tree.png,outputs/reports/classification_report_random_forest_importance_random_undersampling_decision_tree.txt,outputs/plots/roc_curve_random_forest_importance_random_undersampling_decision_tree.png,outputs/plots/precision_recall_curve_random_forest_importance_random_undersampling_decision_tree.png
rfe_log_reg,smote,random_forest,False,0.9602272727272727,0.9772727272727273,0.8775510204081632,0.9247311827956989,0.9488520778843359,0.9744496223686325,outputs/plots/confusion_matrix_rfe_log_reg_smote_random_forest.png,outputs/reports/classification_report_rfe_log_reg_smote_random_forest.txt,outputs/plots/roc_curve_rfe_log_reg_smote_random_forest.png,outputs/plots/precision_recall_curve_rfe_log_reg_smote_random_forest.png
all_features,smoteenn,xgboost,False,0.9573863636363636,0.9662921348314607,0.8775510204081632,0.9197860962566845,0.9453862783024235,0.9789490599389361,outputs/plots/confusion_matrix_all_features_smoteenn_xgboost.png,outputs/reports/classification_report_all_features_smoteenn_xgboost.txt,outputs/plots/roc_curve_all_features_smoteenn_xgboost.png,outputs/plots/precision_recall_curve_all_features_smoteenn_xgboost.png
select_k_best,smote,gradient_boosting,False,0.9573863636363636,0.9662921348314607,0.8775510204081632,0.9197860962566845,0.9453862783024235,0.963522416840752,outputs/plots/confusion_matrix_select_k_best_smote_gradient_boosting.png,outputs/reports/classification_report_select_k_best_smote_gradient_boosting.txt,outputs/plots/roc_curve_select_k_best_smote_gradient_boosting.png,outputs/plots/precision_recall_curve_select_k_best_smote_gradient_boosting.png
random_forest_importance,smote,xgboost,False,0.9573863636363636,0.9662921348314607,0.8775510204081632,0.9197860962566845,0.9453862783024235,0.9577575124538003,outputs/plots/confusion_matrix_random_forest_importance_smote_xgboost.png,outputs/reports/classification_report_random_forest_importance_smote_xgboost.txt,outputs/plots/roc_curve_random_forest_importance_smote_xgboost.png,outputs/plots/precision_recall_curve_random_forest_importance_smote_xgboost.png
select_k_best,smote,knn,False,0.9545454545454546,0.9555555555555556,0.8775510204081632,0.9148936170212766,0.941942932541646,0.9478145588944239,outputs/plots/confusion_matrix_select_k_best_smote_knn.png,outputs/reports/classification_report_select_k_best_smote_knn.txt,outputs/plots/roc_curve_select_k_best_smote_knn.png,outputs/plots/precision_recall_curve_select_k_best_smote_knn.png
select_k_best,smoteenn,gradient_boosting,False,0.9545454545454546,0.9555555555555556,0.8775510204081632,0.9148936170212766,0.941942932541646,0.9800538325566447,outputs/plots/confusion_matrix_select_k_best_smoteenn_gradient_boosting.png,outputs/reports/classification_report_select_k_best_smoteenn_gradient_boosting.txt,outputs/plots/roc_curve_select_k_best_smoteenn_gradient_boosting.png,outputs/plots/precision_recall_curve_select_k_best_smoteenn_gradient_boosting.png
select_k_best,smote,xgboost,False,0.9517045454545454,0.945054945054945,0.8775510204081632,0.91005291005291,0.938521600657523,0.9641049333119075,outputs/plots/confusion_matrix_select_k_best_smote_xgboost.png,outputs/reports/classification_report_select_k_best_smote_xgboost.txt,outputs/plots/roc_curve_select_k_best_smote_xgboost.png,outputs/plots/precision_recall_curve_select_k_best_smote_xgboost.png
rfe_log_reg,smote,xgboost,False,0.9517045454545454,0.945054945054945,0.8775510204081632,0.91005291005291,0.938521600657523,0.9722802506829503,outputs/plots/confusion_matrix_rfe_log_reg_smote_xgboost.png,outputs/reports/classification_report_rfe_log_reg_smote_xgboost.txt,outputs/plots/roc_curve_rfe_log_reg_smote_xgboost.png,outputs/plots/precision_recall_curve_rfe_log_reg_smote_xgboost.png
random_forest_importance,smoteenn,gradient_boosting,False,0.9517045454545454,0.945054945054945,0.8775510204081632,0.91005291005291,0.938521600657523,0.9727020729551663,outputs/plots/confusion_matrix_random_forest_importance_smoteenn_gradient_boosting.png,outputs/reports/classification_report_random_forest_importance_smoteenn_gradient_boosting.txt,outputs/plots/roc_curve_random_forest_importance_smoteenn_gradient_boosting.png,outputs/plots/precision_recall_curve_random_forest_importance_smoteenn_gradient_boosting.png
random_forest_importance,random_undersampling,random_forest,False,0.9488636363636364,0.9347826086956522,0.8775510204081632,0.9052631578947369,0.9351218513209093,0.9737867587980074,outputs/plots/confusion_matrix_random_forest_importance_random_undersampling_random_forest.png,outputs/reports/classification_report_random_forest_importance_random_undersampling_random_forest.txt,outputs/plots/roc_curve_random_forest_importance_random_undersampling_random_forest.png,outputs/plots/precision_recall_curve_random_forest_importance_random_undersampling_random_forest.png
rfe_log_reg,smoteenn,gradient_boosting,False,0.9460227272727273,0.9247311827956989,0.8775510204081632,0.900523560209424,0.9317432615861935,0.9681222882853929,outputs/plots/confusion_matrix_rfe_log_reg_smoteenn_gradient_boosting.png,outputs/reports/classification_report_rfe_log_reg_smoteenn_gradient_boosting.txt,outputs/plots/roc_curve_rfe_log_reg_smoteenn_gradient_boosting.png,outputs/plots/precision_recall_curve_rfe_log_reg_smoteenn_gradient_boosting.png
random_forest_importance,smote,knn,False,0.9460227272727273,0.9247311827956989,0.8775510204081632,0.900523560209424,0.9317432615861935,0.9552667523702394,outputs/plots/confusion_matrix_random_forest_importance_smote_knn.png,outputs/reports/classification_report_random_forest_importance_smote_knn.txt,outputs/plots/roc_curve_random_forest_importance_smote_knn.png,outputs/plots/precision_recall_curve_random_forest_importance_smote_knn.png
select_k_best,random_undersampling,random_forest,False,0.9431818181818182,0.9148936170212766,0.8775510204081632,0.8958333333333334,0.9283854166666667,0.9763377792061706,outputs/plots/confusion_matrix_select_k_best_random_undersampling_random_forest.png,outputs/reports/classification_report_select_k_best_random_undersampling_random_forest.txt,outputs/plots/roc_curve_select_k_best_random_undersampling_random_forest.png,outputs/plots/precision_recall_curve_select_k_best_random_undersampling_random_forest.png
random_forest_importance,random_undersampling,gradient_boosting,False,0.9431818181818182,0.9148936170212766,0.8775510204081632,0.8958333333333334,0.9283854166666667,0.9661537843483851,outputs/plots/confusion_matrix_random_forest_importance_random_undersampling_gradient_boosting.png,outputs/reports/classification_report_random_forest_importance_random_undersampling_gradient_boosting.txt,outputs/plots/roc_curve_random_forest_importance_random_undersampling_gradient_boosting.png,outputs/plots/precision_recall_curve_random_forest_importance_random_undersampling_gradient_boosting.png
all_features,random_undersampling,gradient_boosting,False,0.9403409090909091,0.9052631578947369,0.8775510204081632,0.8911917098445595,0.9250479097168003,0.9679214205367186,outputs/plots/confusion_matrix_all_features_random_undersampling_gradient_boosting.png,outputs/reports/classification_report_all_features_random_undersampling_gradient_boosting.txt,outputs/plots/roc_curve_all_features_random_undersampling_gradient_boosting.png,outputs/plots/precision_recall_curve_all_features_random_undersampling_gradient_boosting.png
rfe_log_reg,random_undersampling,gradient_boosting,False,0.9318181818181818,0.8775510204081632,0.8775510204081632,0.8775510204081632,0.9151534629599871,0.9650690985055439,outputs/plots/confusion_matrix_rfe_log_reg_random_undersampling_gradient_boosting.png,outputs/reports/classification_report_rfe_log_reg_random_undersampling_gradient_boosting.txt,outputs/plots/roc_curve_rfe_log_reg_random_undersampling_gradient_boosting.png,outputs/plots/precision_recall_curve_rfe_log_reg_random_undersampling_gradient_boosting.png
rfe_log_reg,smote,decision_tree,False,0.9005681818181818,0.7889908256880734,0.8775510204081632,0.8309178743961353,0.8802476695924338,0.8934999196529003,outputs/plots/confusion_matrix_rfe_log_reg_smote_decision_tree.png,outputs/reports/classification_report_rfe_log_reg_smote_decision_tree.txt,outputs/plots/roc_curve_rfe_log_reg_smote_decision_tree.png,outputs/plots/precision_recall_curve_rfe_log_reg_smote_decision_tree.png
select_k_best,smoteenn,random_forest,False,0.9573863636363636,0.9770114942528736,0.8673469387755102,0.918918918918919,0.9450085924074363,0.9708139161176281,outputs/plots/confusion_matrix_select_k_best_smoteenn_random_forest.png,outputs/reports/classification_report_select_k_best_smoteenn_random_forest.txt,outputs/plots/roc_curve_select_k_best_smoteenn_random_forest.png,outputs/plots/precision_recall_curve_select_k_best_smoteenn_random_forest.png
random_forest_importance,smoteenn,xgboost,False,0.9573863636363636,0.9770114942528736,0.8673469387755102,0.918918918918919,0.9450085924074363,0.9708942632170978,outputs/plots/confusion_matrix_random_forest_importance_smoteenn_xgboost.png,outputs/reports/classification_report_random_forest_importance_smoteenn_xgboost.txt,outputs/plots/roc_curve_random_forest_importance_smoteenn_xgboost.png,outputs/plots/precision_recall_curve_random_forest_importance_smoteenn_xgboost.png
select_k_best,none,xgboost,False,0.9545454545454546,0.9659090909090909,0.8673469387755102,0.9139784946236559,0.9415452318678125,0.9564317853125502,outputs/plots/confusion_matrix_select_k_best_none_xgboost.png,outputs/reports/classification_report_select_k_best_none_xgboost.txt,outputs/plots/roc_curve_select_k_best_none_xgboost.png,outputs/plots/precision_recall_curve_select_k_best_none_xgboost.png
select_k_best,random_undersampling,knn,False,0.9545454545454546,0.9659090909090909,0.8673469387755102,0.9139784946236559,0.9415452318678125,0.9570745621083079,outputs/plots/confusion_matrix_select_k_best_random_undersampling_knn.png,outputs/reports/classification_report_select_k_best_random_undersampling_knn.txt,outputs/plots/roc_curve_select_k_best_random_undersampling_knn.png,outputs/plots/precision_recall_curve_select_k_best_random_undersampling_knn.png
rfe_log_reg,smote,svm_rbf,False,0.9545454545454546,0.9659090909090909,0.8673469387755102,0.9139784946236559,0.9415452318678125,0.9757753495098827,outputs/plots/confusion_matrix_rfe_log_reg_smote_svm_rbf.png,outputs/reports/classification_report_rfe_log_reg_smote_svm_rbf.txt,outputs/plots/roc_curve_rfe_log_reg_smote_svm_rbf.png,outputs/plots/precision_recall_curve_rfe_log_reg_smote_svm_rbf.png
rfe_log_reg,smoteenn,random_forest,False,0.9545454545454546,0.9659090909090909,0.8673469387755102,0.9139784946236559,0.9415452318678125,0.9751124859392576,outputs/plots/confusion_matrix_rfe_log_reg_smoteenn_random_forest.png,outputs/reports/classification_report_rfe_log_reg_smoteenn_random_forest.txt,outputs/plots/roc_curve_rfe_log_reg_smoteenn_random_forest.png,outputs/plots/precision_recall_curve_rfe_log_reg_smoteenn_random_forest.png
all_features,smote,gradient_boosting,False,0.9517045454545454,0.9550561797752809,0.8673469387755102,0.9090909090909091,0.9381044487427466,0.9769604692270609,outputs/plots/confusion_matrix_all_features_smote_gradient_boosting.png,outputs/reports/classification_report_all_features_smote_gradient_boosting.txt,outputs/plots/roc_curve_all_features_smote_gradient_boosting.png,outputs/plots/precision_recall_curve_all_features_smote_gradient_boosting.png
all_features,random_undersampling,random_forest,False,0.9517045454545454,0.9550561797752809,0.8673469387755102,0.9090909090909091,0.9381044487427466,0.9757552627350152,outputs/plots/confusion_matrix_all_features_random_undersampling_random_forest.png,outputs/reports/classification_report_all_features_random_undersampling_random_forest.txt,outputs/plots/roc_curve_all_features_random_undersampling_random_forest.png,outputs/plots/precision_recall_curve_all_features_random_undersampling_random_forest.png
all_features,random_undersampling,svm_rbf,False,0.9517045454545454,0.9550561797752809,0.8673469387755102,0.9090909090909091,0.9381044487427466,0.979270448336815,outputs/plots/confusion_matrix_all_features_random_undersampling_svm_rbf.png,outputs/reports/classification_report_all_features_random_undersampling_svm_rbf.txt,outputs/plots/roc_curve_all_features_random_undersampling_svm_rbf.png,outputs/plots/precision_recall_curve_all_features_random_undersampling_svm_rbf.png
rfe_log_reg,smoteenn,svm_rbf,False,0.9517045454545454,0.9550561797752809,0.8673469387755102,0.9090909090909091,0.9381044487427466,0.9732444158765868,outputs/plots/confusion_matrix_rfe_log_reg_smoteenn_svm_rbf.png,outputs/reports/classification_report_rfe_log_reg_smoteenn_svm_rbf.txt,outputs/plots/roc_curve_rfe_log_reg_smoteenn_svm_rbf.png,outputs/plots/precision_recall_curve_rfe_log_reg_smoteenn_svm_rbf.png
random_forest_importance,smote,gradient_boosting,False,0.9488636363636364,0.9444444444444444,0.8673469387755102,0.9042553191489362,0.9346857991093518,0.9656516149766994,outputs/plots/confusion_matrix_random_forest_importance_smote_gradient_boosting.png,outputs/reports/classification_report_random_forest_importance_smote_gradient_boosting.txt,outputs/plots/roc_curve_random_forest_importance_smote_gradient_boosting.png,outputs/plots/precision_recall_curve_random_forest_importance_smote_gradient_boosting.png
select_k_best,smoteenn,knn,False,0.9431818181818182,0.9239130434782609,0.8673469387755102,0.8947368421052632,0.9279131681343437,0.9539811987787241,outputs/plots/confusion_matrix_select_k_best_smoteenn_knn.png,outputs/reports/classification_report_select_k_best_smoteenn_knn.txt,outputs/plots/roc_curve_select_k_best_smoteenn_knn.png,outputs/plots/precision_recall_curve_select_k_best_smoteenn_knn.png
all_features,smoteenn,knn,False,0.9289772727272727,0.8762886597938144,0.8673469387755102,0.8717948717948718,0.9113394791194398,0.9524144303390648,outputs/plots/confusion_matrix_all_features_smoteenn_knn.png,outputs/reports/classification_report_all_features_smoteenn_knn.txt,outputs/plots/roc_curve_all_features_smoteenn_knn.png,outputs/plots/precision_recall_curve_all_features_smoteenn_knn.png
all_features,none,xgboost,False,0.9573863636363636,0.9882352941176471,0.8571428571428571,0.9180327868852459,0.9446209999685347,0.9679013337618512,outputs/plots/confusion_matrix_all_features_none_xgboost.png,outputs/reports/classification_report_all_features_none_xgboost.txt,outputs/plots/roc_curve_all_features_none_xgboost.png,outputs/plots/precision_recall_curve_all_features_none_xgboost.png
all_features,smote,random_forest,False,0.9573863636363636,0.9882352941176471,0.8571428571428571,0.9180327868852459,0.9446209999685347,0.979029407038406,outputs/plots/confusion_matrix_all_features_smote_random_forest.png,outputs/reports/classification_report_all_features_smote_random_forest.txt,outputs/plots/roc_curve_all_features_smote_random_forest.png,outputs/plots/precision_recall_curve_all_features_smote_random_forest.png
select_k_best,smote,random_forest,False,0.9573863636363636,0.9882352941176471,0.8571428571428571,0.9180327868852459,0.9446209999685347,0.9771613369757352,outputs/plots/confusion_matrix_select_k_best_smote_random_forest.png,outputs/reports/classification_report_select_k_best_smote_random_forest.txt,outputs/plots/roc_curve_select_k_best_smote_random_forest.png,outputs/plots/precision_recall_curve_select_k_best_smote_random_forest.png
select_k_best,smoteenn,svm_rbf,False,0.9545454545454546,0.9767441860465116,0.8571428571428571,0.9130434782608695,0.9411371237458194,0.97720151052547,outputs/plots/confusion_matrix_select_k_best_smoteenn_svm_rbf.png,outputs/reports/classification_report_select_k_best_smoteenn_svm_rbf.txt,outputs/plots/roc_curve_select_k_best_smoteenn_svm_rbf.png,outputs/plots/precision_recall_curve_select_k_best_smoteenn_svm_rbf.png
rfe_log_reg,none,gradient_boosting,False,0.9545454545454546,0.9767441860465116,0.8571428571428571,0.9130434782608695,0.9411371237458194,0.969588622850715,outputs/plots/confusion_matrix_rfe_log_reg_none_gradient_boosting.png,outputs/reports/classification_report_rfe_log_reg_none_gradient_boosting.txt,outputs/plots/roc_curve_rfe_log_reg_none_gradient_boosting.png,outputs/plots/precision_recall_curve_rfe_log_reg_none_gradient_boosting.png
random_forest_importance,smote,random_forest,False,0.9545454545454546,0.9767441860465116,0.8571428571428571,0.9130434782608695,0.9411371237458194,0.9740077133215491,outputs/plots/confusion_matrix_random_forest_importance_smote_random_forest.png,outputs/reports/classification_report_random_forest_importance_smote_random_forest.txt,outputs/plots/roc_curve_random_forest_importance_smote_random_forest.png,outputs/plots/precision_recall_curve_random_forest_importance_smote_random_forest.png
rfe_log_reg,none,xgboost,False,0.9517045454545454,0.9655172413793104,0.8571428571428571,0.9081081081081082,0.9376764047284278,0.965209705929616,outputs/plots/confusion_matrix_rfe_log_reg_none_xgboost.png,outputs/reports/classification_report_rfe_log_reg_none_xgboost.txt,outputs/plots/roc_curve_rfe_log_reg_none_xgboost.png,outputs/plots/precision_recall_curve_rfe_log_reg_none_xgboost.png
